tconst,title,year,ordering,Actor,Character Played
tt5970844,Thugs Of Hindostan,2018,3,Amitabh Bachchan,"[""Khudabaksh""]
"
tt5970844,Thugs Of Hindostan,2018,1,Aamir Khan,"[""Firangi""]
"
tt5970844,Thugs Of Hindostan,2018,2,Katrina Kaif,"[""Suraiyya""]
"
tt5970844,Thugs Of Hindostan,2018,4,Satyadev Kancharana,"\N
"
tt5982852,Jolly LLB 2,2017,4,Annu Kapoor,"[""Sachin Kantilal Mathur""]
"
tt5982852,Jolly LLB 2,2017,1,Akshay Kumar,"[""Jagdish Mishra"""
tt5982852,Jolly LLB 2,2017,3,Saurabh Shukla,"[""Judge Tripathy""]
"
tt5982852,Jolly LLB 2,2017,2,Huma Qureshi,"[""Pushpa Pandey""]
"
tt5997666,When Harry Met Sejal,2017,1,Shah Rukh Khan,"[""Harinder 'Harry' Singh Nehra""]
"
tt5997666,When Harry Met Sejal,2017,2,Anushka Sharma,"[""Sejal Zaveri""]
"
tt5997666,When Harry Met Sejal,2017,4,Martavious Gayles,"[""Anthony""]
"
tt5997666,When Harry Met Sejal,2017,3,Björn Freiberg,"[""Bar Guy""]
"
tt6108090,Secret Superstar,2017,4,Aamir Khan,"[""Shakti Kumar""]
"
tt6108090,Secret Superstar,2017,2,Meher Vij,"[""Najma""]
"
tt6108090,Secret Superstar,2017,3,Raj Arjun,"[""Farookh""]
"
tt6108090,Secret Superstar,2017,1,Zaira Wasim,"[""Insia""]
"
tt6117702,Munna Michael,2017,3,Nawazuddin Siddiqui,"[""Mahender""]
"
tt6117702,Munna Michael,2017,4,Sahil Anand,"[""Jay""]
"
tt6117702,Munna Michael,2017,1,Tiger Shroff,"[""Munna Michael""]
"
tt6117702,Munna Michael,2017,2,Nidhhi Agerwal,"[""Dolly Sharma""]
"
tt6170954,Naam Shabana,2017,3,Manoj Bajpayee,"[""Ranvir Singh""]
"
tt6170954,Naam Shabana,2017,2,Akshay Kumar,"[""Ajay Singh Rajput""]
"
tt6170954,Naam Shabana,2017,1,Taapsee Pannu,"[""Shabana Khan""]
"
tt6170954,Naam Shabana,2017,4,Taher Shabbir,"[""Jai""]
"
tt6173990,GOLD,2018,1,Akshay Kumar,"[""Tapan Das""]
"
tt6173990,GOLD,2018,3,Kunal Kapoor,"[""Samrat""]
"
tt6173990,GOLD,2018,4,Amit Sadh,"[""Raghubir Pratap Singh""]
"
tt6173990,GOLD,2018,2,Mouni Roy,"[""Monobina Das""]
"
tt6264938,Kesari,2019,1,Akshay Kumar,"[""Havildar Ishar Singh""]
"
tt6264938,Kesari,2019,4,Vansh Bhardwaj,"[""Lance Naik Chanda Singh""]
"
tt6264938,Kesari,2019,3,Suvinder Vicky,"[""Naik Lal Singh""]
"
tt6264938,Kesari,2019,2,Parineeti Chopra,"[""Jiwani""]
"
tt6272828,Mubarakan,2017,1,Anil Kapoor,"[""Kartar Singh""]
"
tt6272828,Mubarakan,2017,2,Arjun Kapoor,"[""Charanveer Singh"""
tt6272828,Mubarakan,2017,3,Ileana D'Cruz,"[""Sweety""]
"
tt6272828,Mubarakan,2017,4,Athiya Shetty,"[""Binkle""]
"
tt6277440,Badrinath Ki Dulhania,2017,2,Alia Bhatt,"[""Vaidehi Trivedi""]
"
tt6277440,Badrinath Ki Dulhania,2017,3,Sahil Vaid,"[""Somdev Mishra""]
"
tt6277440,Badrinath Ki Dulhania,2017,4,Swanand Kirkire,"[""Mr. Trivedi""]
"
tt6277440,Badrinath Ki Dulhania,2017,1,Varun Dhawan,"[""Badrinath Bansal""]
"
tt6452574,Sanju,2017,3,Manisha Koirala,"[""Nargis Dutt""]
"
tt6452574,Sanju,2017,2,Paresh Rawal,"[""Sunil Dutt""]
"
tt6452574,Sanju,2017,1,Ranbir Kapoor,"[""Sanjay Dutt 'Sanju'""]
"
tt6452574,Sanju,2017,4,Vicky Kaushal,"[""Kamlesh Kanhaiyalal Kapasi""]
"
tt6527426,Zero,2018,1,Shah Rukh Khan,"[""Bauua Singh""]
"
tt6527426,Zero,2018,3,Katrina Kaif,"[""Babita Kumari""]
"
tt6527426,Zero,2018,2,Anushka Sharma,"[""Aafia Yusufzai Bhinder""]
"
tt6527426,Zero,2018,4,Mohammed Zeeshan Ayyub,"[""Guddu""]
"
tt6580564,102 Not Out,2018,1,Amitabh Bachchan,"[""Dattatraya Vakharia""]
"
tt6580564,102 Not Out,2018,3,Rishi Kapoor,"[""Babulal Vakharia""]
"
tt6580564,102 Not Out,2018,2,Vijay Raaz,"[""The Narrator""]
"
tt6580564,102 Not Out,2018,4,Jimit Trivedi,"[""Dhiru""]
"
tt6588966,Hichki,2018,4,Vikram Gokhale,"[""Mr. Khan""]
"
tt6588966,Hichki,2018,1,Rani Mukerji,"[""Naina Mathur""]
"
tt6588966,Hichki,2018,2,Neeraj Kabi,"[""Mr. Wadia""]
"
tt6588966,Hichki,2018,3,Riya Shukla,"\N
"
tt6712014,Fukrey Returns,2017,3,Ali Fazal,"[""Zafar""]
"
tt6712014,Fukrey Returns,2017,4,Manjot Singh,"[""Lali""]
"
tt6712014,Fukrey Returns,2017,1,Pulkit Samrat,"[""Hunny""]
"
tt6712014,Fukrey Returns,2017,2,Varun Sharma,"[""Choocha""]
"
tt6791730,Tumhari Sulu,2017,3,Neha Dhupia,"[""Maria""]
"
tt6791730,Tumhari Sulu,2017,4,Vijay Maurya,"[""Pankaj""]
"
tt6791730,Tumhari Sulu,2017,1,Vidya Balan,"[""Sulochana"""
tt6791730,Tumhari Sulu,2017,2,Manav Kaul,"[""Ashok""]
"
tt6826438,Parmanu: The Story of Pokhran,2018,2,Boman Irani,"[""Himanshu Shukla""]
"
tt6826438,Parmanu: The Story of Pokhran,2018,1,John Abraham,"[""Capt. Ashwat Rana""]
"
tt6826438,Parmanu: The Story of Pokhran,2018,3,Diana Penty,"[""Capt. Ambalika""]
"
tt6826438,Parmanu: The Story of Pokhran,2018,4,Anuja Sathe,"[""Sushma""]
"
tt6836936,Saaho,2019,3,Jackie Shroff,"[""Roy""]
"
tt6836936,Saaho,2019,1,Prabhas,"[""Ashok Chakravarthy"""
tt6836936,Saaho,2019,4,Neil Nitin Mukesh,"[""Jai""]
"
tt6836936,Saaho,2019,2,Shraddha Kapoor,"[""Amritha Nair""]
"
tt6843812,Baaghi 2,2018,3,Manoj Bajpayee,"[""DIG Ajay Shergill""]
"
tt6843812,Baaghi 2,2018,4,Randeep Hooda,"[""Loha Singh Dhull"""
tt6843812,Baaghi 2,2018,1,Tiger Shroff,"[""Ranveer Pratap Singh""]
"
tt6843812,Baaghi 2,2018,2,Disha Patani,"[""Neha""]
"
tt6903440,Manikarnika: The Queen of Jhansi,2019,3,Atul Kulkarni,"[""Tatya Tope""]
"
tt6903440,Manikarnika: The Queen of Jhansi,2019,4,Rimi Sen,"[""Dalit Girl""]
"
tt6903440,Manikarnika: The Queen of Jhansi,2019,2,Jishu Sengupta,"[""Maharaja Gangadhar Rao""]
"
tt6903440,Manikarnika: The Queen of Jhansi,2019,1,Kangana Ranaut,"[""Manikarnika""]
"
tt6967980,Bareilly Ki Barfi,2017,4,Pankaj Tripathi,"[""Narottam Mishra""]
"
tt6967980,Bareilly Ki Barfi,2017,3,Rajkummar Rao,"[""Pritam Vidrohi""]
"
tt6967980,Bareilly Ki Barfi,2017,1,Ayushmann Khurrana,"[""Chirag Dubey""]
"
tt6967980,Bareilly Ki Barfi,2017,2,Kriti Sanon,"[""Bitti Mishra""]
"
tt6971752,Shubh Mangal Savdhan,2017,3,Seema Bhargava,"[""Vimla (Sugandha's Mother)""]
"
tt6971752,Shubh Mangal Savdhan,2017,1,Ayushmann Khurrana,"[""Mudit Sharma""]
"
tt6971752,Shubh Mangal Savdhan,2017,2,Bhumi Pednekar,"[""Sugandha""]
"
tt6971752,Shubh Mangal Savdhan,2017,4,Anshul Chauhan,"[""Ginni (Sugandha's Friend)""]
"
tt6988116,Kalank,2019,3,Madhuri Dixit,"[""Bahaar Begum""]
"
tt6988116,Kalank,2019,4,Sanjay Dutt,"[""Balraj Chaudhry""]
"
tt6988116,Kalank,2019,2,Alia Bhatt,"[""Roop""]
"
tt6988116,Kalank,2019,1,Varun Dhawan,"[""Zafar""]
"
tt7027278,Kedarnath,2018,3,Nitish Bharadwaj,"[""Briraaj""]
"
tt7027278,Kedarnath,2018,4,Alka Amin,"[""Mansoor's Mother""]
"
tt7027278,Kedarnath,2018,1,Sushant Singh Rajput,"[""Mansoor Khan""]
"
tt7027278,Kedarnath,2018,2,Sara Ali Khan,"[""Mandakini 'Mukku'""]
"
tt7059844,Dabangg 3,2019,1,Salman Khan,"[""Inspector Chulbul Pandey""]
"
tt7059844,Dabangg 3,2019,4,Saiee Manjrekar,"[""Khushi""]
"
tt7059844,Dabangg 3,2019,2,Sudeep,"[""Balli Singh""]
"
tt7059844,Dabangg 3,2019,3,Sonakshi Sinha,"[""Rajjo Pandey""]
"
tt7098658,Raazi,2018,3,Rajit Kapoor,"[""Hidayat Khan""]
"
tt7098658,Raazi,2018,4,Shishir Sharma,"[""Brigadier Parvez Syed""]
"
tt7098658,Raazi,2018,1,Alia Bhatt,"[""Sehmat""]
"
tt7098658,Raazi,2018,2,Vicky Kaushal,"[""Iqbal Syed""]
"
tt7147540,Made in India,2018,4,Raghuvir Yadav,"[""Mauji's Father""]
"
tt7147540,Made in India,2018,3,Namit Das,"[""Guddu""]
"
tt7147540,Made in India,2018,1,Anushka Sharma,"[""Mamta""]
"
tt7147540,Made in India,2018,2,Varun Dhawan,"[""Mauji""]
"
tt7212726,Simmba,2017,4,Ashutosh Rana,"[""Nityanand Mohile""]
"
tt7212726,Simmba,2017,3,Sonu Sood,"[""Durva Ranade""]
"
tt7212726,Simmba,2017,1,Ranveer Singh,"[""Sangram 'Simmba' Bhalerao""]
"
tt7212726,Simmba,2017,2,Sara Ali Khan,"[""Shagun Sathe""]
"
tt7218518,Pad Man,2018,1,Akshay Kumar,"[""Lakshmikant Chauhan""]
"
tt7218518,Pad Man,2018,4,Jyoti Subhash,"[""Lakshmi's Mother""]
"
tt7218518,Pad Man,2018,3,Sonam Kapoor,"[""Pari Walia""]
"
tt7218518,Pad Man,2018,2,Radhika Apte,"[""Gayatri""]
"
tt7255568,Student of the Year 2,2019,4,Aditya Seal,"[""Manav Randhawa""]
"
tt7255568,Student of the Year 2,2019,3,Tara Sutaria,"[""Mridula Chawla aka Mia""]
"
tt7255568,Student of the Year 2,2019,1,Tiger Shroff,"[""Rohan Sachdev""]
"
tt7255568,Student of the Year 2,2019,2,Ananya Panday,"[""Shreya Randhawa""]
"
tt7363076,Raid,2018,1,Ajay Devgn,"[""Amay Patnaik""]
"
tt7363076,Raid,2018,4,Saurabh Shukla,"[""Rameshwar Singh 'Tauji'""]
"
tt7363076,Raid,2018,2,Ileana D'Cruz,"[""Malini Patnaik""]
"
tt7363076,Raid,2018,3,Amit Bimrot,"[""Satish Mishra""]
"
tt7430722,War,2019,1,Hrithik Roshan,"[""Kabir Dhaliwal""]
"
tt7430722,War,2019,4,Ashutosh Rana,"[""Colonel Sunil Luthra""]
"
tt7430722,War,2019,3,Vaani Kapoor,"[""Naina Verma""]
"
tt7430722,War,2019,2,Tiger Shroff,"[""Khalid Rahmani""]
"
tt7431594,Race 3,2018,2,Salman Khan,"[""Sikander""]
"
tt7431594,Race 3,2018,3,Bobby Deol,"[""Yash""]
"
tt7431594,Race 3,2018,1,Anil Kapoor,"[""Shamsher""]
"
tt7431594,Race 3,2018,4,Jacqueline Fernandez,"[""Jessica""]
"
tt7485048,Super 30,2019,1,Hrithik Roshan,"[""Anand Kumar""]
"
tt7485048,Super 30,2019,4,Virendra Saxena,"[""Rajendra Kumar (Anand Kumar's father)""]
"
tt7485048,Super 30,2019,3,Nandish Singh,"[""Pranav Kumar""]
"
tt7485048,Super 30,2019,2,Mrunal Thakur,"[""Supriya""]
"
tt7581902,Sonu Ke Titu Ki Sweety,2018,4,Alok Nath,"[""GhasitaRam""]
"
tt7581902,Sonu Ke Titu Ki Sweety,2018,3,Sunny Singh Nijjar,"[""Titu""]
"
tt7581902,Sonu Ke Titu Ki Sweety,2018,2,Nushrat Bharucha,"[""Sweety""]
"
tt7581902,Sonu Ke Titu Ki Sweety,2018,1,Kartik Aaryan,"[""Sonu""]
"
tt7638344,Dhadak,2018,3,Ashutosh Rana,"[""Ratan Singh""]
"
tt7638344,Dhadak,2018,2,Ishaan Khattar,"[""Madhukar""]
"
tt7638344,Dhadak,2018,4,Aditya Kumar,"[""Devilal""]
"
tt7638344,Dhadak,2018,1,Janhvi Kapoor,"[""Parthavi""]
"
tt7639372,Total Dhamaal,2019,3,Madhuri Dixit,"[""Bindu Patel""]
"
tt7639372,Total Dhamaal,2019,1,Ajay Devgn,"[""Guddu""]
"
tt7639372,Total Dhamaal,2019,2,Anil Kapoor,"[""Avinash Patel""]
"
tt7639372,Total Dhamaal,2019,4,Riteish Deshmukh,"[""Lallan""]
"
tt7700730,October,2018,3,Gitanjali Rao,"[""Prof. Vidya Iyer""]
"
tt7700730,October,2018,1,Varun Dhawan,"[""Danish Walia""]
"
tt7700730,October,2018,4,Sahil Vedoliyaa,"[""Manjeet""]
"
tt7700730,October,2018,2,Banita Sandhu,"[""Shiuli Iyer""]
"
tt7721800,Bharat,2019,1,Salman Khan,"[""Bharat""]
"
tt7721800,Bharat,2019,4,Tabu,"[""Meher""]
"
tt7721800,Bharat,2019,2,Katrina Kaif,"[""Kumud Raina""]
"
tt7721800,Bharat,2019,3,Sunil Grover,"[""Vilayti Khan""]
"
tt7721946,Housefull 4,2019,3,Bobby Deol,"[""Dharamputra"""
tt7721946,Housefull 4,2019,1,Akshay Kumar,"[""Prince Bala Dev Singh"""
tt7721946,Housefull 4,2019,2,Riteish Deshmukh,"[""Bangdu Maharaj"""
tt7721946,Housefull 4,2019,4,Kriti Sanon,"[""Princes Madhu"""
tt7725596,Badhaai Ho,2018,2,Neena Gupta,"[""Priyamvada Kaushik""]
"
tt7725596,Badhaai Ho,2018,3,Gajraj Rao,"[""Jeetender Kaushik""]
"
tt7725596,Badhaai Ho,2018,1,Ayushmann Khurrana,"[""Nakul Kaushik""]
"
tt7725596,Badhaai Ho,2018,4,Sanya Malhotra,"[""Renee Sharma""]
"
tt7881550,Har Kisse Ke Hisse: Kaamyaab,2020,1,Sanjay Mishra,"[""Sudheer"""
tt7881550,Har Kisse Ke Hisse: Kaamyaab,2020,4,Isha Talwar,"[""Isha""]
"
tt7881550,Har Kisse Ke Hisse: Kaamyaab,2020,2,Deepak Dobriyal,"[""Dinesh Gulati""]
"
tt7881550,Har Kisse Ke Hisse: Kaamyaab,2020,3,Sarika Singh,"[""Bhavna""]
"
tt8108198,Andhadhun,2018,2,Tabu,"[""Simi""]
"
tt8108198,Andhadhun,2018,4,Anil Dhawan,"[""Pramod Sinha""]
"
tt8108198,Andhadhun,2018,3,Radhika Apte,"[""Sofie""]
"
tt8108198,Andhadhun,2018,1,Ayushmann Khurrana,"[""Akash""]
"
tt8108202,Stree,2018,3,Pankaj Tripathi,"[""Rudra""]
"
tt8108202,Stree,2018,2,Shraddha Kapoor,"[""Unnamed Woman""]
"
tt8108202,Stree,2018,1,Rajkummar Rao,"[""Vicky""]
"
tt8108202,Stree,2018,4,Aparshakti Khurana,"[""Bittu""]
"
tt8108274,Tanhaji: The Unsung Warrior,2020,4,Kajol,"[""Savitribai Malusare""]
"
tt8108274,Tanhaji: The Unsung Warrior,2020,1,Ajay Devgn,"[""Tanhaji Malusare""]
"
tt8108274,Tanhaji: The Unsung Warrior,2020,2,Saif Ali Khan,"[""Udaybhan Singh Rathod""]
"
tt8108274,Tanhaji: The Unsung Warrior,2020,3,Sharad Kelkar,"[""Chhatrapati Shivaji Maharaj""]
"
tt8130968,Badla,2019,1,Amitabh Bachchan,"[""Badal Gupta""]
"
tt8130968,Badla,2019,3,Amrita Singh,"[""Rani Kaur Toor""]
"
tt8130968,Badla,2019,4,Antonio Aakeel,"[""Sunny Singh Toor""]
"
tt8130968,Badla,2019,2,Taapsee Pannu,"[""Naina Sethi""]
"
tt8176312,Gul Makai,2020,2,Divya Dutta,"[""Toor Pekai Yousafzai""]
"
tt8176312,Gul Makai,2020,3,Atul Kulkarni,"[""Ziauddin Yousafzai""]
"
tt8176312,Gul Makai,2020,4,Om Puri,"[""General Kayani""]
"
tt8176312,Gul Makai,2020,1,Reem Shaikh,"[""Malala Yousafzai""]
"
tt8202612,Satyameva Jayate,2018,2,Manoj Bajpayee,"[""DCP Shivansh Rathod""]
"
tt8202612,Satyameva Jayate,2018,1,John Abraham,"[""Virendra Rathod (Veer)""]
"
tt8202612,Satyameva Jayate,2018,4,Amruta Khanvilkar,"[""Sarita""]
"
tt8202612,Satyameva Jayate,2018,3,Aisha Sharma,"[""Shikha""]
"
tt8291224,Uri: The Surgical Strike,2019,2,Paresh Rawal,"[""Govind Bhardwaj""]
"
tt8291224,Uri: The Surgical Strike,2019,3,Mohit Raina,"[""Major Karan Kashyap""]
"
tt8291224,Uri: The Surgical Strike,2019,4,Yami Gautam,"[""Pallavi Sharma"""
tt8291224,Uri: The Surgical Strike,2019,1,Vicky Kaushal,"[""Major Vihan Singh Shergill""]
"
tt8366590,Baaghi 3,2020,4,Bhawani Singh Rathore,"[""Officer""]
"
tt8366590,Baaghi 3,2020,2,Riteish Deshmukh,"[""Vikram Pratap Singh""]
"
tt8366590,Baaghi 3,2020,3,Shraddha Kapoor,"[""Siya Nandan""]
"
tt8366590,Baaghi 3,2020,1,Tiger Shroff,"[""Ranveer 'Ronnie' Pratap Singh""]
"
tt8504014,Good Newwz,2019,2,Kareena Kapoor,"[""Deepti Batra""]
"
tt8504014,Good Newwz,2019,1,Akshay Kumar,"[""Varun Batra""]
"
tt8504014,Good Newwz,2019,3,Diljit Dosanjh,"[""Honey Batra""]
"
tt8504014,Good Newwz,2019,4,Kiara Advani,"[""Monika Batra""]
"
tt8562960,Shaheed Chandrashekhar Azaad,2020,1,Anil Dhawan,"[""Sitaram Tiwari - Chandrashekhar's Father""]
"
tt8562960,Shaheed Chandrashekhar Azaad,2020,3,Anil Nagrath,"[""British Officer""]
"
tt8562960,Shaheed Chandrashekhar Azaad,2020,4,Brownie Parasher,"[""British Officer""]
"
tt8562960,Shaheed Chandrashekhar Azaad,2020,2,Arun Mathur,"[""British Officer""]
"
tt8647400,De De Pyaar De,2019,2,Tabu,"[""Manju""]
"
tt8647400,De De Pyaar De,2019,1,Ajay Devgn,"[""Aashish""]
"
tt8647400,De De Pyaar De,2019,4,Jimmy Sheirgill,"[""V.K""]
"
tt8647400,De De Pyaar De,2019,3,Rakul Preet Singh,"[""Ayesha""]
"
tt8869978,Batla House,2019,4,Ravi Kishan,"[""Inspector K.K. Verma (Kishen Kumar Verma)""]
"
tt8869978,Batla House,2019,1,John Abraham,"[""ACP Sanjay Kumar""]
"
tt8869978,Batla House,2019,2,Nora Fatehi,"[""Huma"""
tt8869978,Batla House,2019,3,Mrunal Thakur,"[""Nandita Kumar""]
"
tt8907986,Angrezi Medium,2020,3,Kareena Kapoor,"[""Naina Kohli""]
"
tt8907986,Angrezi Medium,2020,1,Irrfan Khan,"[""Champak Bansal""]
"
tt8907986,Angrezi Medium,2020,4,Deepak Dobriyal,"[""Gopi Bansal""]
"
tt8907986,Angrezi Medium,2020,2,Radhika Madan,"[""Tarika Bansal""]
"
tt8908002,Luka Chuppi,2019,4,Pankaj Tripathi,"[""Babulal""]
"
tt8908002,Luka Chuppi,2019,1,Kartik Aaryan,"[""Vinod 'Guddu' Shukla""]
"
tt8908002,Luka Chuppi,2019,2,Kriti Sanon,"[""Rashmi Trivedi""]
"
tt8908002,Luka Chuppi,2019,3,Aparshakti Khurana,"[""Abbas Shaikh""]
"
tt8983166,Panga,2020,4,Neena Gupta,"[""Rachna Nigam""]
"
tt8983166,Panga,2020,1,Kangana Ranaut,"[""Jaya Nigam Sachdeva""]
"
tt8983166,Panga,2020,3,Richa Chadha,"[""Meenu""]
"
tt8983166,Panga,2020,2,Jassie Gill,"[""Prashant Sachdeva""]
"
tt8983202,Kabir Singh,2019,4,Soham Majumdar,"[""Shiva""]
"
tt8983202,Kabir Singh,2019,1,Shahid Kapoor,"[""Kabir Rajdheer Singh""]
"
tt8983202,Kabir Singh,2019,2,Kiara Advani,"[""Preeti Sikka""]
"
tt8983202,Kabir Singh,2019,3,Nikita Dutta,"[""Jia Sharma""]
"
tt9052870,Chhichhore,2019,4,Prateik,"[""Raggie""]
"
tt9052870,Chhichhore,2019,2,Shraddha Kapoor,"[""Maya""]
"
tt9052870,Chhichhore,2019,1,Sushant Singh Rajput,"[""Anirudh Pathak aka Anni""]
"
tt9052870,Chhichhore,2019,3,Varun Sharma,"[""Gurmeet 'Sexa' Singh Dhillon""]
"
tt9248940,Dream Girl,2019,3,Annu Kapoor,"[""Jagjeet Singh""]
"
tt9248940,Dream Girl,2019,2,Nushrat Bharucha,"[""Mahi""]
"
tt9248940,Dream Girl,2019,4,Manjot Singh,"[""Smiley""]
"
tt9248940,Dream Girl,2019,1,Ayushmann Khurrana,"[""Karamveer Singh""]
"
tt9248952,Jawaani Jaaneman,2020,3,Tabu,"[""Ananya""]
"
tt9248952,Jawaani Jaaneman,2020,1,Saif Ali Khan,"[""Jaswinder 'Jazz' Singh""]
"
tt9248952,Jawaani Jaaneman,2020,4,Kumud Mishra,"[""Dimpy""]
"
tt9248952,Jawaani Jaaneman,2020,2,Alaya Furniturewala,"[""Tia""]
"
tt9248972,Mission Mangal,2019,1,Akshay Kumar,"[""Rakesh Dhawan""]
"
tt9248972,Mission Mangal,2019,2,Vidya Balan,"[""Tara Shinde""]
"
tt9248972,Mission Mangal,2019,4,Sonakshi Sinha,"[""Ekta Gandhi""]
"
tt9248972,Mission Mangal,2019,3,Taapsee Pannu,"[""Kritika Aggarwal""]
"
tt9420648,Bala,2019,4,Saurabh Shukla,"[""Hari Shukla"""
tt9420648,Bala,2019,3,Yami Gautam,"[""Pari Mishra""]
"
tt9420648,Bala,2019,1,Ayushmann Khurrana,"[""Balmukund 'Bala' Shukla""]
"
tt9420648,Bala,2019,2,Bhumi Pednekar,"[""Latika Trivedi""]
"
tt9614460,Chhapaak,2020,1,Deepika Padukone,"[""Malti Aggarwal""]
"
tt9614460,Chhapaak,2020,3,Madhurjeet Sarghi,"[""Archana Bajaj""]
"
tt9614460,Chhapaak,2020,4,Payal Nair,"[""Shiraz Jamshed""]
"
tt9614460,Chhapaak,2020,2,Vikrant Massey,"[""Amol Dwivedi""]
"
tt9648672,Street Dancer 3D,2020,3,Prabhu Deva,"[""Ram Prasad""]
"
tt9648672,Street Dancer 3D,2020,1,Varun Dhawan,"[""Sahej""]
"
tt9648672,Street Dancer 3D,2020,2,Shraddha Kapoor,"[""Inayat""]
"
tt9648672,Street Dancer 3D,2020,4,Nora Fatehi,"[""Mia""]
"
tt9680136,Pati Patni Aur Woh,2019,1,Kartik Aaryan,"[""Abhinav 'Chintu' Tyagi""]
"
tt9680136,Pati Patni Aur Woh,2019,4,Aparshakti Khurana,"[""Fahim Rizvi""]
"
tt9680136,Pati Patni Aur Woh,2019,2,Bhumi Pednekar,"[""Vedika Tripathi""]
"
tt9680136,Pati Patni Aur Woh,2019,3,Ananya Panday,"[""Tapasya Singh""]
"
tt9691324,Sab Kushal Mangal,2020,1,Akshaye Khanna,"[""Baba Bhandari""]
"
tt9691324,Sab Kushal Mangal,2020,2,Priyaank Sharma,"[""Pappu Mishra""]
"
tt9691324,Sab Kushal Mangal,2020,3,Riva Kishan,"[""Mandira""]
"
tt9691324,Sab Kushal Mangal,2020,4,Kaushik Satish,"[""Mishraji""]
"
tt9766280,Bhangra Paa Le,2020,4,Parmeet Sethi,"[""Jaggi's father""]
"
tt9766280,Bhangra Paa Le,2020,2,Rukshar Dhillon,"[""Simi Kohli""]
"
tt9766280,Bhangra Paa Le,2020,1,Sunny Kaushal,"[""Jaggi Singh""]
"
tt9766280,Bhangra Paa Le,2020,3,Shriya Pilgaonkar,"[""Nimmo""]
"
tt9817760,Jai Mummy Di,2020,1,Poonam Dhillon,"[""Pinky Bhalla""]
"
tt9817760,Jai Mummy Di,2020,2,Supriya Pathak,"[""Laali Khanna""]
"
tt9817760,Jai Mummy Di,2020,3,Sunny Singh Nijjar,"[""Puneet Khanna""]
"
tt9817760,Jai Mummy Di,2020,4,Sonnalli Seygall,"[""Saanjh Bhalla""]
"
tt9877170,Malang,2020,2,Anil Kapoor,"[""Inspector Anjaney Agashe""]
"
tt9877170,Malang,2020,4,Kunal Khemu,"[""Michael Rodrigues""]
"
tt9877170,Malang,2020,1,Aditya Roy Kapoor,"[""Advait""]
"
tt9877170,Malang,2020,3,Disha Patani,"[""Sarah""]
"
